20230406	16000	32	1
6493	6592	5858	4479	2807	1267	253	23	635	1934	3589	5176	6293	6653	6165	4954	3328	1701	490	2	362	1479	3066	4721	6020	6632	6402	5388	3848	2176	797	63
162	1068	2551	4231	5681	6531	6564	5771	4356	2678	1166	205	40	714	2054	3719	5284	6350	6645	6095	4838	3197	1589	424	0	424	1589	3197	4838	6095	6645	6350
5284	3719	2054	714	40	205	1166	2678	4356	5771	6564	6531	5681	4231	2551	1068	162	63	797	2176	3848	5388	6402	6632	6020	4721	3066	1479	362	2	490	1701
3327	4954	6165	6653	6293	5176	3589	1934	635	23	253	1267	2807	4479	5858	6592	6493	5587	4104	2424	974	124	91	884	2299	3977	5489	6450	6615	5941	4601	2936
1371	305	10	560	1817	3458	5066	6231	6656	6231	5066	3458	1817	560	10	305	1371	2936	4601	5941	6615	6450	5489	3977	2299	884	91	124	974	2424	4104	5587
6493	6592	5858	4479	2807	1267	253	23	635	1934	3589	5176	6293	6653	6165	4954	3328	1701	490	2	362	1479	3066	4721	6020	6632	6402	5388	3848	2176	797	63
162	1068	2551	4231	5681	6531	6564	5771	4356	2678	1166	205	40	714	2054	3719	5284	6350	6645	6095	4838	3197	1589	424	0	424	1589	3197	4838	6095	6645	6350
5284	3719	2054	714	40	205	1166	2678	4356	5771	6564	6531	5681	4231	2551	1068	162	63	797	2176	3848	5388	6402	6632	6020	4721	3066	1479	362	2	490	1701
3327	4954	6165	6653	6293	5176	3589	1934	635	23	253	1267	2807	4479	5858	6592	6493	5587	4104	2424	974	124	91	884	2299	3977	5489	6450	6615	5941	4601	2936
1371	305	10	560	1817	3458	5066	6231	6656	6231	5066	3458	1817	560	10	305	1371	2936	4601	5941	6615	6450	5489	3977	2299	884	91	124	974	2424	4104	5587
